Run	Assay Type	BioSample	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	Bytes	AvgSpotLen	Bases	BioProject	create_date	version	Library Name	Collection_Date	geo_loc_name_country	geo_loc_name_country_continent	Isolation_source	BioSampleModel	geo_loc_name	Year	Month	Date	isolation_source_categ	collection	species_identified
SRR17226516	WGS	SAMN24018319	CHRU BESANCON	public	run.zq,sra,fastq	s3,ncbi,gs	ncbi.public,s3.us-east-1,gs.US	SRX13405668	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-692	SRP350707	320354297.0	270.0	792085218.0	PRJNA788732	2021-12-14T09:00:00Z	1.0	BES-692	2019-03-11	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-03-11	evironmental	SRA	paeruginosa
SRR17226517	WGS	SAMN24018318	CHRU BESANCON	public	fastq,sra,run.zq	ncbi,gs,s3	s3.us-east-1,ncbi.public,gs.US	SRX13405667	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-691	SRP350707	245578576.0	267.0	609417213.0	PRJNA788732	2021-12-14T09:00:00Z	1.0	BES-691	2019-03-11	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-03-11	evironmental	SRA	paeruginosa
SRR17226518	WGS	SAMN24018317	CHRU BESANCON	public	fastq,run.zq,sra	ncbi,gs,s3	ncbi.public,gs.US,s3.us-east-1	SRX13405666	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-690	SRP350707	192899840.0	275.0	474019572.0	PRJNA788732	2021-12-14T08:59:00Z	1.0	BES-690	2019-03-11	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-03-11	evironmental	SRA	paeruginosa
SRR17226519	WGS	SAMN24018316	CHRU BESANCON	public	sra,fastq,run.zq	s3,ncbi,gs	gs.US,s3.us-east-1,ncbi.public	SRX13405665	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-689	SRP350707	232118642.0	271.0	573601968.0	PRJNA788732	2021-12-14T09:00:00Z	1.0	BES-689	2019-03-11	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-03-11	evironmental	SRA	paeruginosa
SRR17226520	WGS	SAMN24018252	CHRU BESANCON	public	run.zq,sra,fastq	s3,gs,ncbi	gs.US,s3.us-east-1,ncbi.public	SRX13405664	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-625	SRP350707	193500152.0	279.0	475868604.0	PRJNA788732	2021-12-14T08:59:00Z	1.0	BES-625	2019-05-27	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-05-27	evironmental	SRA	paeruginosa
SRR17226521	WGS	SAMN24018251	CHRU BESANCON	public	run.zq,sra,fastq	s3,ncbi,gs	ncbi.public,gs.US,s3.us-east-1	SRX13405663	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-624	SRP350707	154008970.0	281.0	379744924.0	PRJNA788732	2021-12-14T08:59:00Z	1.0	BES-624	2019-05-23	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-05-23	evironmental	SRA	paeruginosa
SRR17226522	WGS	SAMN24018250	CHRU BESANCON	public	run.zq,sra,fastq	s3,ncbi,gs	gs.US,s3.us-east-1,ncbi.public	SRX13405662	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-623	SRP350707	164582794.0	282.0	404178277.0	PRJNA788732	2021-12-14T08:59:00Z	1.0	BES-623	2019-05-23	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-05-23	evironmental	SRA	paeruginosa
SRR17226523	WGS	SAMN24018249	CHRU BESANCON	public	run.zq,fastq,sra	s3,gs,ncbi	gs.US,ncbi.public,s3.us-east-1	SRX13405661	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-622	SRP350707	171849358.0	283.0	421054528.0	PRJNA788732	2021-12-14T08:59:00Z	1.0	BES-622	2019-05-24	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-05-24	evironmental	SRA	paeruginosa
SRR17226524	WGS	SAMN24018248	CHRU BESANCON	public	run.zq,fastq,sra	s3,gs,ncbi	ncbi.public,gs.US,s3.us-east-1	SRX13405660	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-621	SRP350707	145385816.0	281.0	358495338.0	PRJNA788732	2021-12-14T08:59:00Z	1.0	BES-621	2019-05-20	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-05-20	evironmental	SRA	paeruginosa
SRR17226525	WGS	SAMN24018247	CHRU BESANCON	public	fastq,sra,run.zq	ncbi,gs,s3	ncbi.public,gs.US,s3.us-east-1	SRX13405659	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-620	SRP350707	113862334.0	278.0	280501693.0	PRJNA788732	2021-12-14T08:59:00Z	1.0	BES-620	2019-05-13	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-05-13	evironmental	SRA	paeruginosa
SRR17226526	WGS	SAMN24018721	CHRU BESANCON	public	sra,run.zq,fastq	gs,s3,ncbi	ncbi.public,s3.us-east-1,gs.US	SRX13405658	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-1094	SRP350707	172310892.0	275.0	426752736.0	PRJNA788732	2021-12-14T08:59:00Z	1.0	BES-1094	2019-03-11	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-03-11	evironmental	SRA	paeruginosa
SRR17226527	WGS	SAMN24018720	CHRU BESANCON	public	fastq,sra,run.zq	ncbi,s3,gs	ncbi.public,gs.US,s3.us-east-1	SRX13405657	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-1093	SRP350707	125749620.0	276.0	309022987.0	PRJNA788732	2021-12-14T08:59:00Z	1.0	BES-1093	2019-03-11	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-03-11	evironmental	SRA	paeruginosa
SRR17226528	WGS	SAMN24018719	CHRU BESANCON	public	run.zq,fastq,sra	ncbi,gs,s3	s3.us-east-1,gs.US,ncbi.public	SRX13405656	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-1092	SRP350707	165435650.0	272.0	408677830.0	PRJNA788732	2021-12-14T09:00:00Z	1.0	BES-1092	2019-03-11	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-03-11	evironmental	SRA	paeruginosa
SRR17226529	WGS	SAMN24018718	CHRU BESANCON	public	run.zq,fastq,sra	s3,ncbi,gs	s3.us-east-1,gs.US,ncbi.public	SRX13405655	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-1091	SRP350707	187652358.0	269.0	467474729.0	PRJNA788732	2021-12-14T09:00:00Z	1.0	BES-1091	2019-03-11	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-03-11	evironmental	SRA	paeruginosa
SRR17226530	WGS	SAMN24018717	CHRU BESANCON	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX13405654	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-1090	SRP350707	119368323.0	279.0	295103178.0	PRJNA788732	2021-12-14T08:59:00Z	1.0	BES-1090	2019-03-11	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-03-11	evironmental	SRA	paeruginosa
SRR17226531	WGS	SAMN24018716	CHRU BESANCON	public	fastq,run.zq,sra	ncbi,gs,s3	ncbi.public,s3.us-east-1,gs.US	SRX13405653	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-1089	SRP350707	275461791.0	277.0	681604094.0	PRJNA788732	2021-12-14T09:00:00Z	1.0	BES-1089	2019-03-11	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-03-11	evironmental	SRA	paeruginosa
SRR17226532	WGS	SAMN24018715	CHRU BESANCON	public	sra,fastq,run.zq	ncbi,gs,s3	s3.us-east-1,gs.US,ncbi.public	SRX13405652	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-1088	SRP350707	233822616.0	284.0	572011461.0	PRJNA788732	2021-12-14T08:59:00Z	1.0	BES-1088	2019-03-11	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-03-11	evironmental	SRA	paeruginosa
SRR17226533	WGS	SAMN24018714	CHRU BESANCON	public	run.zq,sra,fastq	gs,s3,ncbi	gs.US,ncbi.public,s3.us-east-1	SRX13405651	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-1087	SRP350707	219902264.0	276.0	542814030.0	PRJNA788732	2021-12-14T09:00:00Z	1.0	BES-1087	2019-03-11	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-03-11	evironmental	SRA	paeruginosa
SRR17226534	WGS	SAMN24018246	CHRU BESANCON	public	sra,run.zq,fastq	s3,gs,ncbi	gs.US,ncbi.public,s3.us-east-1	SRX13405650	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-619	SRP350707	153867344.0	274.0	379211113.0	PRJNA788732	2021-12-14T08:59:00Z	1.0	BES-619	2019-02-28	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-02-28	evironmental	SRA	paeruginosa
SRR17226535	WGS	SAMN24018713	CHRU BESANCON	public	fastq,sra,run.zq	gs,s3,ncbi	gs.US,ncbi.public,s3.us-east-1	SRX13405649	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-1086	SRP350707	260316505.0	277.0	638828092.0	PRJNA788732	2021-12-14T09:00:00Z	1.0	BES-1086	2019-03-11	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-03-11	evironmental	SRA	paeruginosa
SRR17226536	WGS	SAMN24018712	CHRU BESANCON	public	fastq,run.zq,sra	ncbi,s3,gs	s3.us-east-1,gs.US,ncbi.public	SRX13405648	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-1085	SRP350707	227783414.0	286.0	556496435.0	PRJNA788732	2021-12-14T09:00:00Z	1.0	BES-1085	2019-03-04	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-03-04	evironmental	SRA	paeruginosa
SRR17226537	WGS	SAMN24018711	CHRU BESANCON	public	sra,run.zq,fastq	s3,ncbi,gs	s3.us-east-1,ncbi.public,gs.US	SRX13405647	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-1084	SRP350707	305995212.0	271.0	751587534.0	PRJNA788732	2021-12-14T09:00:00Z	1.0	BES-1084	2019-01-22	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-01-22	evironmental	SRA	paeruginosa
SRR17226538	WGS	SAMN24018710	CHRU BESANCON	public	fastq,sra,run.zq	ncbi,gs,s3	gs.US,s3.us-east-1,ncbi.public	SRX13405646	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-1083	SRP350707	170314307.0	278.0	419644470.0	PRJNA788732	2021-12-14T08:59:00Z	1.0	BES-1083	2019-03-04	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-03-04	evironmental	SRA	paeruginosa
SRR17226539	WGS	SAMN24018709	CHRU BESANCON	public	fastq,run.zq,sra	s3,ncbi,gs	ncbi.public,s3.us-east-1,gs.US	SRX13405645	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-1082	SRP350707	206969876.0	275.0	512504902.0	PRJNA788732	2021-12-14T08:59:00Z	1.0	BES-1082	2019-03-04	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-03-04	evironmental	SRA	paeruginosa
SRR17226540	WGS	SAMN24018708	CHRU BESANCON	public	fastq,sra,run.zq	gs,s3,ncbi	ncbi.public,gs.US,s3.us-east-1	SRX13405644	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-1081	SRP350707	218494623.0	281.0	536275943.0	PRJNA788732	2021-12-14T08:59:00Z	1.0	BES-1081	2019-03-04	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-03-04	evironmental	SRA	paeruginosa
SRR17226541	WGS	SAMN24018707	CHRU BESANCON	public	sra,fastq,run.zq	s3,gs,ncbi	s3.us-east-1,gs.US,ncbi.public	SRX13405643	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-1080	SRP350707	203021547.0	276.0	501621439.0	PRJNA788732	2021-12-14T08:59:00Z	1.0	BES-1080	2019-03-04	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-03-04	evironmental	SRA	paeruginosa
SRR17226542	WGS	SAMN24018706	CHRU BESANCON	public	sra,run.zq,fastq	s3,ncbi,gs	s3.us-east-1,gs.US,ncbi.public	SRX13405642	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-1079	SRP350707	216899885.0	276.0	534598077.0	PRJNA788732	2021-12-14T08:59:00Z	1.0	BES-1079	2019-03-04	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-03-04	evironmental	SRA	paeruginosa
SRR17226543	WGS	SAMN24018705	CHRU BESANCON	public	run.zq,fastq,sra	s3,ncbi,gs	s3.us-east-1,ncbi.public,gs.US	SRX13405641	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-1078	SRP350707	136751277.0	273.0	337838992.0	PRJNA788732	2021-12-14T08:59:00Z	1.0	BES-1078	2019-03-04	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-03-04	evironmental	SRA	paeruginosa
SRR17226544	WGS	SAMN24018315	CHRU BESANCON	public	run.zq,sra,fastq	s3,ncbi,gs	ncbi.public,gs.US,s3.us-east-1	SRX13405640	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-688	SRP350707	128740733.0	268.0	316154042.0	PRJNA788732	2021-12-14T09:00:00Z	1.0	BES-688	2019-03-11	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-03-11	evironmental	SRA	paeruginosa
SRR17226545	WGS	SAMN24018314	CHRU BESANCON	public	run.zq,fastq,sra	gs,s3,ncbi	ncbi.public,s3.us-east-1,gs.US	SRX13405639	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-687	SRP350707	198681123.0	271.0	490067515.0	PRJNA788732	2021-12-14T08:59:00Z	1.0	BES-687	2019-03-11	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-03-11	evironmental	SRA	paeruginosa
SRR17226546	WGS	SAMN24018206	CHRU BESANCON	public	fastq,run.zq,sra	s3,ncbi,gs	s3.us-east-1,ncbi.public,gs.US	SRX13405638	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-579	SRP350707	452816361.0	271.0	1118902985.0	PRJNA788732	2021-12-14T09:00:00Z	1.0	BES-579	2019-03-07	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-03-07	evironmental	SRA	paeruginosa
SRR17226547	WGS	SAMN24018313	CHRU BESANCON	public	sra,fastq,run.zq	ncbi,gs,s3	s3.us-east-1,gs.US,ncbi.public	SRX13405637	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-686	SRP350707	310971503.0	278.0	766936891.0	PRJNA788732	2021-12-14T09:00:00Z	1.0	BES-686	2019-01-22	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-01-22	evironmental	SRA	paeruginosa
SRR17226548	WGS	SAMN24018312	CHRU BESANCON	public	sra,fastq,run.zq	s3,gs,ncbi	s3.us-east-1,ncbi.public,gs.US	SRX13405636	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-685	SRP350707	238846673.0	275.0	582874969.0	PRJNA788732	2021-12-14T08:59:00Z	1.0	BES-685	2019-01-22	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-01-22	evironmental	SRA	paeruginosa
SRR17226549	WGS	SAMN24018311	CHRU BESANCON	public	fastq,run.zq,sra	gs,ncbi,s3	ncbi.public,gs.US,s3.us-east-1	SRX13405635	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-684	SRP350707	232989152.0	286.0	580340912.0	PRJNA788732	2021-12-14T08:59:00Z	1.0	BES-684	2019-10-14	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-10-14	evironmental	SRA	paeruginosa
SRR17226550	WGS	SAMN24018310	CHRU BESANCON	public	sra,fastq,run.zq	ncbi,gs,s3	ncbi.public,gs.US,s3.us-east-1	SRX13405634	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-683	SRP350707	130065900.0	287.0	321835670.0	PRJNA788732	2021-12-14T09:00:00Z	1.0	BES-683	2019-10-14	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-10-14	evironmental	SRA	paeruginosa
SRR17226551	WGS	SAMN24018309	CHRU BESANCON	public	sra,run.zq,fastq	ncbi,s3,gs	ncbi.public,gs.US,s3.us-east-1	SRX13405633	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-682	SRP350707	202005507.0	280.0	503286103.0	PRJNA788732	2021-12-14T09:00:00Z	1.0	BES-682	2019-10-14	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-10-14	evironmental	SRA	paeruginosa
SRR17226552	WGS	SAMN24018308	CHRU BESANCON	public	sra,fastq,run.zq	gs,s3,ncbi	ncbi.public,s3.us-east-1,gs.US	SRX13405632	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-681	SRP350707	275429835.0	267.0	678781018.0	PRJNA788732	2021-12-14T09:00:00Z	1.0	BES-681	2019-10-14	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-10-14	evironmental	SRA	paeruginosa
SRR17226553	WGS	SAMN24018307	CHRU BESANCON	public	fastq,sra,run.zq	ncbi,s3,gs	s3.us-east-1,ncbi.public,gs.US	SRX13405631	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-680	SRP350707	818393021.0	273.0	2009970202.0	PRJNA788732	2021-12-14T09:02:00Z	1.0	BES-680	2019-10-10	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-10-10	evironmental	SRA	paeruginosa
SRR17226554	WGS	SAMN24018306	CHRU BESANCON	public	run.zq,fastq,sra	ncbi,gs,s3	s3.us-east-1,gs.US,ncbi.public	SRX13405630	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-679	SRP350707	1242226129.0	280.0	3017651664.0	PRJNA788732	2021-12-14T09:04:00Z	1.0	BES-679	2019-09-26	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-09-26	evironmental	SRA	paeruginosa
SRR17226555	WGS	SAMN24018305	CHRU BESANCON	public	sra,fastq,run.zq	gs,ncbi,s3	ncbi.public,gs.US,s3.us-east-1	SRX13405629	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-678	SRP350707	643507767.0	275.0	1578221198.0	PRJNA788732	2021-12-14T09:01:00Z	1.0	BES-678	2019-09-30	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-09-30	evironmental	SRA	paeruginosa
SRR17226556	WGS	SAMN24018304	CHRU BESANCON	public	sra,fastq,run.zq	s3,gs,ncbi	gs.US,ncbi.public,s3.us-east-1	SRX13405628	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-677	SRP350707	409098252.0	278.0	1005344949.0	PRJNA788732	2021-12-14T09:01:00Z	1.0	BES-677	2019-10-03	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-10-03	evironmental	SRA	paeruginosa
SRR17226557	WGS	SAMN24018205	CHRU BESANCON	public	run.zq,sra,fastq	ncbi,s3,gs	ncbi.public,gs.US,s3.us-east-1	SRX13405627	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-578	SRP350707	341755334.0	280.0	847781792.0	PRJNA788732	2021-12-14T09:00:00Z	1.0	BES-578	2019-10-28	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-10-28	evironmental	SRA	paeruginosa
SRR17226558	WGS	SAMN24018303	CHRU BESANCON	public	sra,fastq,run.zq	ncbi,s3,gs	ncbi.public,gs.US,s3.us-east-1	SRX13405626	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-676	SRP350707	373077511.0	276.0	911280419.0	PRJNA788732	2021-12-14T09:01:00Z	1.0	BES-676	2019-09-09	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-09-09	evironmental	SRA	paeruginosa
SRR17226559	WGS	SAMN24018302	CHRU BESANCON	public	run.zq,fastq,sra	ncbi,s3,gs	ncbi.public,s3.us-east-1,gs.US	SRX13405625	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-675	SRP350707	143689510.0	277.0	350631992.0	PRJNA788732	2021-12-14T08:59:00Z	1.0	BES-675	2019-09-09	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-09-09	evironmental	SRA	paeruginosa
SRR17226560	WGS	SAMN24018301	CHRU BESANCON	public	run.zq,fastq,sra	ncbi,s3,gs	s3.us-east-1,gs.US,ncbi.public	SRX13405624	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-674	SRP350707	756474083.0	276.0	1857617256.0	PRJNA788732	2021-12-14T09:02:00Z	1.0	BES-674	2019-03-04	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-03-04	evironmental	SRA	paeruginosa
SRR17226561	WGS	SAMN24018300	CHRU BESANCON	public	run.zq,sra,fastq	gs,ncbi,s3	ncbi.public,gs.US,s3.us-east-1	SRX13405623	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-673	SRP350707	75352252.0	277.0	183373978.0	PRJNA788732	2021-12-14T08:59:00Z	1.0	BES-673	2019-09-12	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-09-12	evironmental	SRA	paeruginosa
SRR17226562	WGS	SAMN24018299	CHRU BESANCON	public	sra,fastq,run.zq	s3,ncbi,gs	ncbi.public,gs.US,s3.us-east-1	SRX13405622	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-672	SRP350707	121852334.0	276.0	298309533.0	PRJNA788732	2021-12-14T08:59:00Z	1.0	BES-672	2019-09-16	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-09-16	evironmental	SRA	paeruginosa
SRR17226563	WGS	SAMN24018298	CHRU BESANCON	public	run.zq,fastq,sra	ncbi,s3,gs	ncbi.public,s3.us-east-1,gs.US	SRX13405621	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-671	SRP350707	114310475.0	285.0	278060388.0	PRJNA788732	2021-12-14T09:00:00Z	1.0	BES-671	2019-09-16	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-09-16	evironmental	SRA	paeruginosa
SRR17226564	WGS	SAMN24018297	CHRU BESANCON	public	sra,fastq,run.zq	ncbi,gs,s3	ncbi.public,s3.us-east-1,gs.US	SRX13405620	NextSeq 550	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-29T00:00:00Z	BES-670	SRP350707	171425273.0	278.0	420957695.0	PRJNA788732	2021-12-14T09:00:00Z	1.0	BES-670	2019-09-19	France	Europe	Intensive Care Unit	Microbe\, viral or environmental	France: Besancon	2019.0		2019-09-19	evironmental	SRA	paeruginosa
